City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Axim,GH,2021-12-19 19:19:24,4.8699,-2.2405,80.62,75,3,8.86
274,Mount Gambier,AU,2021-12-19 19:19:24,-37.8333,140.7667,57.34,64,100,11.61
275,Kurilsk,RU,2021-12-19 19:19:25,45.2333,147.8833,25.03,61,100,9.33
276,Tilichiki,RU,2021-12-19 19:19:25,60.4667,166.1,-19.1,97,54,6.49
277,Doha,QA,2021-12-19 19:19:25,25.2867,51.5333,73.38,71,0,6.91
278,Caravelas,BR,2021-12-19 19:19:26,-17.7125,-39.2481,78.89,77,100,7.05
279,Comodoro Rivadavia,AR,2021-12-19 19:18:08,-45.8667,-67.5,64.26,59,20,18.41
280,Rio De Janeiro,BR,2021-12-19 19:16:42,-22.9028,-43.2075,82.35,61,20,12.66
281,Port Hawkesbury,CA,2021-12-19 19:19:26,45.6169,-61.3485,30.81,90,90,4.0
282,Watsa,CD,2021-12-19 19:19:27,3.0372,29.5355,72.0,55,100,1.01
283,Inhambane,MZ,2021-12-19 19:19:27,-23.865,35.3833,72.64,74,100,6.73
284,Bonfim,BR,2021-12-19 19:19:27,3.0833,-59.95,89.38,53,100,4.21
285,Winton,US,2021-12-19 19:19:28,37.3894,-120.6133,62.98,100,90,0.0
286,Verkhnyaya Inta,RU,2021-12-19 19:19:28,65.9811,60.3094,-5.15,76,79,15.84
287,Ponta Delgada,PT,2021-12-19 19:19:28,37.7333,-25.6667,61.52,72,20,13.8
288,Panguna,PG,2021-12-19 19:19:29,-6.3164,155.4848,69.01,96,65,1.57
289,Mamallapuram,IN,2021-12-19 19:19:29,12.6264,80.1722,78.06,69,5,10.33
290,Belmonte,BR,2021-12-19 19:19:29,-15.8631,-38.8828,84.2,71,96,7.92
291,Skelleftea,SE,2021-12-19 19:19:30,64.7507,20.9528,25.16,80,90,8.05
292,George Town,MY,2021-12-19 19:19:30,5.4112,100.3354,77.95,84,20,2.3
293,Mehamn,NO,2021-12-19 19:19:30,71.0357,27.8492,26.78,93,20,9.22
294,Saint-Georges,GD,2021-12-19 19:19:31,12.0564,-61.7485,83.88,70,40,23.02
295,Luganville,VU,2021-12-19 19:19:31,-15.5333,167.1667,79.32,82,100,1.14
296,Peniche,PT,2021-12-19 19:19:31,39.3558,-9.3811,62.62,66,100,20.87
297,Hasaki,JP,2021-12-19 19:19:32,35.7333,140.8333,28.8,53,9,12.26
298,Novikovo,RU,2021-12-19 19:19:32,51.1537,37.8879,33.35,98,100,11.52
299,Tommot,RU,2021-12-19 19:19:33,58.9564,126.2925,-24.25,99,100,2.44
300,Bereda,ES,2021-12-19 19:19:33,43.2686,-7.5406,47.95,99,2,1.81
301,Gladstone,AU,2021-12-19 19:19:33,-23.85,151.25,71.78,88,58,6.91
302,Lagunas,PE,2021-12-19 19:19:34,-5.2269,-75.6753,82.24,85,96,5.46
303,Rochester,US,2021-12-19 19:17:58,43.1548,-77.6156,28.58,80,90,1.99
304,Maniwaki,CA,2021-12-19 19:19:34,46.3834,-75.966,16.34,67,11,6.91
305,Haines Junction,CA,2021-12-19 19:19:34,60.7522,-137.5108,-18.45,76,89,1.14
306,Kargasok,RU,2021-12-19 19:19:35,59.0556,80.8572,-16.29,93,100,9.48
307,Arraial Do Cabo,BR,2021-12-19 19:19:36,-22.9661,-42.0278,76.96,69,40,9.22
308,Elko,US,2021-12-19 19:19:36,41.0002,-115.5012,21.63,80,100,3.0
309,Kailua,US,2021-12-19 19:19:36,21.4022,-157.7394,76.14,76,40,12.66
310,Aksu,CN,2021-12-19 19:19:37,41.1231,80.2644,23.7,57,100,3.65
311,Isangel,VU,2021-12-19 19:19:37,-19.55,169.2667,80.71,89,75,2.3
312,Kaohsiung,TW,2021-12-19 19:19:37,22.6163,120.3133,68.04,70,75,1.01
313,Morondava,MG,2021-12-19 19:19:38,-20.2833,44.2833,80.65,71,100,11.68
314,Marshall,US,2021-12-19 19:19:38,34.3834,-86.3333,44.91,81,90,11.5
315,Matara,LK,2021-12-19 19:19:39,5.9485,80.5353,76.69,86,64,3.65
316,Tura,IN,2021-12-19 19:19:39,25.5198,90.2201,53.22,59,0,2.84
317,Pizhanka,RU,2021-12-19 19:19:39,57.4604,48.542,17.19,95,100,8.72
318,Buraydah,SA,2021-12-19 19:19:39,26.326,43.975,64.85,60,84,10.96
319,Ancud,CL,2021-12-19 19:16:33,-41.8697,-73.8203,69.33,69,45,7.38
320,Poya,NC,2021-12-19 19:19:40,-21.35,165.15,77.32,84,14,3.22
321,Zhigansk,RU,2021-12-19 19:19:40,66.7697,123.3711,-38.67,93,100,2.8
322,Almeirim,BR,2021-12-19 19:19:41,-1.5233,-52.5817,88.65,56,100,4.85
323,Nantucket,US,2021-12-19 19:19:41,41.2835,-70.0995,39.96,83,90,27.63
324,Port Hedland,AU,2021-12-19 19:19:23,-20.3167,118.5667,82.45,51,8,3.44
325,Puerto Del Rosario,ES,2021-12-19 19:19:41,28.5004,-13.8627,65.95,88,40,11.5
326,Kalmunai,LK,2021-12-19 19:19:42,7.4167,81.8167,76.53,79,38,8.93
327,Henties Bay,NA,2021-12-19 19:19:42,-22.116,14.2845,64.85,83,12,6.11
328,Hanyang,CN,2021-12-19 19:19:42,32.1371,105.5126,37.31,84,1,2.24
329,Banjar,ID,2021-12-19 19:19:43,-8.19,114.9675,82.26,87,100,1.12
330,Juneau,US,2021-12-19 19:18:54,58.3019,-134.4197,28.22,91,20,0.0
331,Barrow,US,2021-12-19 19:16:34,71.2906,-156.7887,-3.98,77,90,20.71
332,Hamilton,US,2021-12-19 19:19:10,39.1834,-84.5333,39.92,70,90,3.0
333,Virden,US,2021-12-19 19:19:44,39.5009,-89.7679,37.85,69,0,2.55
334,Muros,ES,2021-12-19 19:19:44,42.7762,-9.0603,54.1,91,13,7.9
335,Vao,NC,2021-12-19 19:19:44,-22.6667,167.4833,76.03,86,100,12.21
336,El Dovio,CO,2021-12-19 19:19:45,4.5079,-76.2362,79.11,82,100,5.01
337,Almaznyy,RU,2021-12-19 19:19:45,48.0448,40.045,35.74,93,100,24.58
338,Basco,PH,2021-12-19 19:19:45,20.4487,121.9702,73.11,76,99,27.45
339,Padang,ID,2021-12-19 19:19:46,-0.9492,100.3543,76.71,88,100,3.29
340,Sandwick,GB,2021-12-19 19:19:46,60.0,-1.25,39.02,81,75,6.91
341,Manyana,BW,2021-12-19 19:19:46,-23.4,21.7167,76.51,49,67,7.81
342,Norden,DE,2021-12-19 19:19:47,53.6,7.2,46.38,71,57,20.87
343,Georgetown,MY,2021-12-19 19:19:30,5.4112,100.3354,77.95,84,20,2.3
344,Santa Maria Da Vitoria,BR,2021-12-19 19:19:47,-13.3947,-44.1886,78.78,86,97,4.21
345,Kamskiye Polyany,RU,2021-12-19 19:19:47,55.4307,51.4171,23.81,96,100,5.84
346,Pangnirtung,CA,2021-12-19 19:19:48,66.1451,-65.7125,14.0,79,90,0.0
347,Chiredzi,ZW,2021-12-19 19:19:48,-21.05,31.6667,67.75,78,100,3.53
348,Alcantara,BR,2021-12-19 19:19:49,-2.4089,-44.4147,88.0,70,100,11.16
349,Greeley,US,2021-12-19 19:19:49,40.4233,-104.7091,62.38,22,1,3.44
350,Itoman,JP,2021-12-19 19:19:49,26.1247,127.6694,57.97,64,40,3.44
351,Russell,US,2021-12-19 19:15:20,32.3502,-85.1999,65.48,69,1,10.36
352,Ayagoz,KZ,2021-12-19 19:19:50,47.9714,80.4392,21.94,82,100,5.99
353,Cayenne,GF,2021-12-19 19:19:50,4.9333,-52.3333,86.04,79,75,3.0
354,Korla,CN,2021-12-19 19:19:51,41.7597,86.1469,22.17,58,9,1.63
355,Ixtapa,MX,2021-12-19 19:19:51,20.7,-105.2,79.83,65,90,3.44
356,Muroto,JP,2021-12-19 19:19:51,33.2833,134.15,46.71,62,4,13.0
357,Ballina,AU,2021-12-19 19:19:52,-28.8667,153.5667,66.78,87,8,10.22
358,Aklavik,CA,2021-12-19 19:19:52,68.2191,-135.0107,-10.37,84,40,5.75
359,Northam,GB,2021-12-19 19:19:52,51.0333,-4.2167,46.02,89,39,10.09
360,Moron,AR,2021-12-19 19:19:53,-34.6534,-58.6198,95.95,39,0,5.01
361,Barabai,ID,2021-12-19 19:19:53,-2.5833,115.3833,74.57,98,100,1.23
362,Pudozh,RU,2021-12-19 19:19:54,61.8099,36.5345,7.88,89,100,11.36
363,Santiago,CL,2021-12-19 19:17:07,-33.4569,-70.6483,95.29,21,0,8.05
364,Shostka,UA,2021-12-19 19:19:54,51.863,33.4698,30.02,92,40,11.21
365,Hattiesburg,US,2021-12-19 19:19:54,31.3271,-89.2903,46.89,90,90,12.66
366,Zhangjiakou,CN,2021-12-19 19:19:55,40.81,114.8794,25.14,51,0,4.21
367,Iskateley,RU,2021-12-19 19:19:55,67.6803,53.1512,-23.37,93,65,6.76
368,Esil,KZ,2021-12-19 19:19:55,51.9556,66.4042,18.36,96,72,9.46
369,Strezhevoy,RU,2021-12-19 19:19:56,60.7333,77.5889,-25.62,93,98,9.31
370,Dunmore Town,BS,2021-12-19 19:19:56,25.5,-76.65,78.51,75,0,12.57
371,Tiquicheo,MX,2021-12-19 19:19:56,18.8833,-100.7333,93.18,30,32,3.53
372,Nefteyugansk,RU,2021-12-19 19:19:57,61.0998,72.6035,-12.75,86,100,18.52
373,Pitanga,BR,2021-12-19 19:19:57,-24.7572,-51.7614,86.31,33,13,2.35
374,Antalaha,MG,2021-12-19 19:19:58,-14.9003,50.2788,75.06,88,94,5.12
375,West Bay,KY,2021-12-19 19:19:58,19.3667,-81.4167,86.07,67,20,1.99
376,Dolores,AR,2021-12-19 19:19:58,-36.3132,-57.6792,89.91,32,42,15.05
377,Erenhot,CN,2021-12-19 19:19:58,43.6475,111.9767,21.18,57,44,14.97
378,Cabatuan,PH,2021-12-19 19:19:59,10.8794,122.486,75.76,87,30,8.3
379,Virginia Beach,US,2021-12-19 19:18:14,36.8529,-75.978,43.02,92,100,4.0
380,Kashi,CN,2021-12-19 19:19:59,39.4547,75.9797,22.21,68,80,6.71
381,Inyonga,TZ,2021-12-19 19:20:00,-6.7167,32.0667,64.24,91,93,0.72
382,Hun,LY,2021-12-19 19:20:00,29.1268,15.9477,49.35,45,0,7.38
383,Kresna,BG,2021-12-19 19:20:00,41.7333,23.15,32.94,92,58,4.72
384,Sayaxche,GT,2021-12-19 19:20:01,16.5167,-90.1667,85.86,60,54,2.84
385,Baghdad,IQ,2021-12-19 19:20:01,33.3406,44.4009,51.71,58,0,2.3
386,Olga,RU,2021-12-19 19:20:02,43.7444,135.2892,14.54,57,0,3.87
387,Sao Joao Da Barra,BR,2021-12-19 19:20:02,-21.6403,-41.0511,77.09,75,93,14.88
388,Bay Roberts,CA,2021-12-19 19:20:02,47.5999,-53.2648,26.33,65,6,5.01
389,Ust-Ilimsk,RU,2021-12-19 19:20:03,58.0006,102.6619,-34.94,99,21,1.19
390,Berbera,SO,2021-12-19 19:20:03,10.4396,45.0143,76.68,74,24,9.75
391,Los Llanos De Aridane,ES,2021-12-19 19:20:03,28.6585,-17.9182,67.75,85,20,3.0
392,Gizo,SB,2021-12-19 19:20:04,-8.103,156.8419,81.12,78,60,4.74
393,Broken Hill,AU,2021-12-19 19:19:17,-31.95,141.4333,57.4,40,100,15.95
394,Bambous Virieux,MU,2021-12-19 19:20:04,-20.3428,57.7575,80.22,83,75,1.14
395,Cauquenes,CL,2021-12-19 19:20:05,-35.9671,-72.3225,92.98,15,0,11.45
396,Faanui,PF,2021-12-19 19:20:05,-16.4833,-151.75,79.65,77,29,8.61
397,Nawalgarh,IN,2021-12-19 19:20:05,27.85,75.2667,47.8,17,15,2.33
398,College,US,2021-12-19 19:20:06,64.8569,-147.8028,17.58,88,100,2.35
399,Champerico,GT,2021-12-19 19:20:06,14.3,-91.9167,91.29,67,0,10.36
400,Kushikino,JP,2021-12-19 19:20:06,31.7167,130.2667,42.08,70,95,6.42
401,Kununurra,AU,2021-12-19 19:20:07,-15.7667,128.7333,84.18,74,100,2.3
402,Linhares,BR,2021-12-19 19:20:07,-19.3911,-40.0722,76.41,82,59,10.89
403,Abu Zabad,SD,2021-12-19 19:20:07,12.35,29.25,69.84,24,25,12.24
404,Pemangkat,ID,2021-12-19 19:20:08,1.1667,108.9667,77.31,90,100,2.89
405,Yulara,AU,2021-12-19 19:20:08,-25.2406,130.9889,71.44,33,0,6.91
406,Coffs Harbour,AU,2021-12-19 19:18:28,-30.3,153.1333,69.76,88,100,0.0
407,Cedar Lake,US,2021-12-19 19:20:08,41.3648,-87.4411,38.61,71,10,5.17
408,Andra,RU,2021-12-19 19:20:09,62.5147,65.8878,-3.44,96,100,14.2
409,Butia,BR,2021-12-19 19:20:09,-30.1197,-51.9622,90.84,34,0,8.72
410,Srivardhan,IN,2021-12-19 19:20:09,18.0333,73.0167,72.07,64,0,4.97
411,Tyukhtet,RU,2021-12-19 19:20:10,56.5389,89.3011,-11.92,100,99,6.02
412,Dehloran,IR,2021-12-19 19:20:10,32.6941,47.2679,60.17,78,36,4.79
413,Elizabeth City,US,2021-12-19 19:20:10,36.2946,-76.2511,45.01,94,90,16.11
414,Kaseda,JP,2021-12-19 19:20:11,31.4167,130.3167,41.85,63,86,9.37
415,Sao Felix Do Xingu,BR,2021-12-19 19:20:11,-6.6447,-51.995,77.32,92,100,1.9
416,Port Augusta,AU,2021-12-19 19:20:11,-32.5,137.7667,57.34,63,6,9.26
417,Plastun,RU,2021-12-19 19:20:12,44.7561,136.2939,7.65,72,0,6.38
418,Awbari,LY,2021-12-19 19:20:12,26.5921,12.7805,50.86,49,0,5.14
419,Acajutiba,BR,2021-12-19 19:20:12,-11.6622,-38.0172,82.31,62,100,9.89
420,Colac,AU,2021-12-19 19:20:12,-38.3333,143.5833,53.62,73,15,11.74
421,Geraldton,AU,2021-12-19 19:20:13,-28.7667,114.6,59.41,82,0,8.05
422,Port Hardy,CA,2021-12-19 19:20:13,50.6996,-127.4199,37.76,87,75,10.36
423,Calvinia,ZA,2021-12-19 19:20:13,-31.4707,19.776,76.37,38,96,9.51
424,Shimoda,JP,2021-12-19 19:20:14,34.6667,138.95,40.1,77,3,15.97
425,Olafsvik,IS,2021-12-19 19:20:14,64.8945,-23.7142,43.16,86,100,1.68
426,Prieska,ZA,2021-12-19 19:20:14,-29.6641,22.7474,79.74,33,70,6.29
427,Touros,BR,2021-12-19 19:18:52,-5.1989,-35.4608,86.9,66,96,12.15
428,Vernon,CA,2021-12-19 19:15:37,50.2581,-119.2691,31.3,68,11,2.3
429,Awjilah,LY,2021-12-19 19:20:15,29.1081,21.2869,50.72,60,3,11.27
430,Pakxan,LA,2021-12-19 19:20:15,18.3778,103.6601,56.62,74,100,4.23
431,Naze,JP,2021-12-19 19:20:16,28.3667,129.4833,55.42,59,43,6.85
432,San Rafael,AR,2021-12-19 19:20:04,-34.6177,-68.3301,91.26,30,0,6.53
433,Fairbanks,US,2021-12-19 19:20:16,64.8378,-147.7164,17.6,88,100,2.17
434,Curup,ID,2021-12-19 19:20:16,-3.4667,102.5333,67.93,98,100,1.7
435,Esteio,BR,2021-12-19 19:20:17,-29.8614,-51.1792,90.43,57,0,5.99
436,Sola,VU,2021-12-19 19:20:17,-13.8833,167.55,81.0,77,93,8.43
437,Pandhana,IN,2021-12-19 19:20:17,21.7,76.2167,55.42,29,0,4.56
438,Yaan,NG,2021-12-19 19:20:18,7.3833,8.5667,80.87,24,6,5.17
439,Bairiki,KI,2021-12-19 19:20:18,1.3292,172.9752,80.6,78,20,12.66
440,Santo Angelo,BR,2021-12-19 19:20:18,-28.2992,-54.2631,102.52,29,0,11.5
441,Lodja,CD,2021-12-19 19:20:19,-3.4833,23.4333,70.72,96,100,1.12
442,Moussoro,TD,2021-12-19 19:20:19,13.6408,16.4901,72.3,19,0,16.13
443,Tiruchchendur,IN,2021-12-19 19:20:20,8.4833,78.1167,78.78,68,81,17.63
444,Quelimane,MZ,2021-12-19 19:20:20,-17.8786,36.8883,76.95,94,75,6.91
445,Rancho Palos Verdes,US,2021-12-19 19:20:20,33.7445,-118.387,68.27,55,0,4.0
446,Krasnoborsk,RU,2021-12-19 19:20:21,61.5598,45.934,4.6,96,100,6.33
447,Jimenez,MX,2021-12-19 19:20:21,28.3333,-105.4,50.74,53,95,1.81
448,Rio Claro,BR,2021-12-19 19:20:21,-22.4114,-47.5614,85.82,46,36,9.62
449,Koumac,NC,2021-12-19 19:20:22,-20.5667,164.2833,77.65,80,21,2.98
450,Bireun,ID,2021-12-19 19:20:22,5.203,96.7009,75.56,86,100,5.14
451,Berlevag,NO,2021-12-19 19:20:22,70.8578,29.0864,24.75,86,90,6.91
452,Petropavlovsk-Kamchatskiy,RU,2021-12-19 19:20:22,53.0452,158.6483,5.59,66,75,4.47
453,Maniitsoq,GL,2021-12-19 19:18:09,65.4167,-52.9,37.0,72,100,20.58
454,San Cristobal,VE,2021-12-19 19:20:23,7.7669,-72.225,77.18,42,27,3.76
455,Saint-Augustin,CA,2021-12-19 19:20:23,51.226,-58.6502,14.4,66,6,14.76
456,Yerbogachen,RU,2021-12-19 19:20:24,61.2767,108.0108,-44.66,100,65,3.02
457,Fort Nelson,CA,2021-12-19 19:20:24,58.8053,-122.7002,-22.41,76,75,0.0
458,Tazovskiy,RU,2021-12-19 19:20:24,67.4667,78.7,-39.46,99,46,5.79
459,Xuddur,SO,2021-12-19 19:20:25,4.1213,43.8894,80.89,54,59,12.86
460,Kapoeta,SS,2021-12-19 19:20:25,4.7717,33.5903,84.99,42,36,7.11
461,Oak Ridge,US,2021-12-19 19:18:46,36.0104,-84.2696,45.18,78,90,8.05
462,Plattsburgh,US,2021-12-19 19:20:25,44.6995,-73.4529,25.93,66,75,1.01
463,Behbahan,IR,2021-12-19 19:20:26,30.5959,50.2417,61.92,73,100,6.2
464,Knyaginino,RU,2021-12-19 19:20:26,55.8228,45.0349,23.97,95,100,13.69
465,Lorengau,PG,2021-12-19 19:20:26,-2.0226,147.2712,81.18,83,38,10.47
466,Belaya Gora,RU,2021-12-19 19:20:27,68.5333,146.4167,-40.05,97,100,5.08
467,Kot Addu,PK,2021-12-19 19:20:27,30.4692,70.9671,51.66,14,83,1.39
468,Dhidhdhoo,MV,2021-12-19 19:20:27,6.8833,73.1,81.5,71,87,3.62
469,Araria,IN,2021-12-19 19:20:28,26.15,87.5167,55.08,40,0,7.54
470,Baley,RU,2021-12-19 19:20:28,51.6,116.6333,8.58,72,49,14.9
471,Yatou,CN,2021-12-19 19:20:28,37.15,122.3833,36.34,60,81,6.64
472,Jabinyanah,TN,2021-12-19 19:20:29,35.035,10.9081,53.4,58,0,3.71
473,Arlit,NE,2021-12-19 19:20:29,18.7369,7.3853,66.97,18,0,13.89
474,Tshikapa,CD,2021-12-19 19:20:29,-6.4167,20.8,72.79,94,100,1.43
475,Santo Tomas,PH,2021-12-19 19:20:30,14.1079,121.1414,75.54,93,80,4.97
476,Agadez,NE,2021-12-19 19:20:30,19.75,10.25,60.87,25,0,6.91
477,Canutama,BR,2021-12-19 19:20:30,-6.5339,-64.3831,78.8,88,100,1.41
478,Sioux Lookout,CA,2021-12-19 19:20:31,50.1001,-91.917,14.38,85,90,14.97
479,Port Hueneme,US,2021-12-19 19:20:31,34.1478,-119.1951,69.87,41,1,0.0
480,Hovd,MN,2021-12-19 19:20:32,48.0056,91.6419,15.84,53,100,4.85
481,Songjianghe,CN,2021-12-19 19:20:32,42.1859,127.479,11.5,89,5,6.71
482,Mattru,SL,2021-12-19 19:20:32,7.6244,-11.8332,80.62,72,7,5.68
483,Kyshtovka,RU,2021-12-19 19:20:33,56.555,76.6271,9.84,95,100,11.61
484,Clyde River,CA,2021-12-19 19:20:33,70.4692,-68.5914,-2.83,98,100,2.68
485,Yinchuan,CN,2021-12-19 19:20:33,38.4681,106.2731,31.44,25,3,3.89
486,Tromso,NO,2021-12-19 19:17:22,69.6496,18.957,28.42,74,0,2.3
487,Guiong,PH,2021-12-19 19:20:34,6.4186,122.0258,78.57,87,79,2.48
488,Coroata,BR,2021-12-19 19:20:34,-4.13,-44.1242,81.07,80,100,2.28
489,Poum,NC,2021-12-19 19:20:35,-20.2333,164.0167,79.14,76,31,2.06
490,Caceres,ES,2021-12-19 19:20:35,39.522,-6.3748,49.8,80,97,7.4
491,Avera,US,2021-12-19 19:20:35,33.194,-82.5271,67.51,78,100,8.32
492,Kargil,IN,2021-12-19 19:19:17,34.5667,76.1,-1.71,46,1,3.0
493,Lata,PT,2021-12-19 19:20:36,40.1629,-8.3327,59.92,64,100,10.42
494,Domoni,KM,2021-12-19 19:20:36,-12.2569,44.5319,80.06,80,38,1.88
495,Sisimiut,GL,2021-12-19 19:20:36,66.9395,-53.6735,32.32,71,100,20.2
496,Verkhoyansk,RU,2021-12-19 19:20:37,67.5447,133.385,-34.76,100,96,2.13
497,Kitimat,CA,2021-12-19 19:20:37,54.0524,-128.6534,11.91,64,100,4.16
498,Ulladulla,AU,2021-12-19 19:20:37,-35.35,150.4667,65.88,81,97,4.97
499,Saint George,US,2021-12-19 19:20:38,37.1041,-113.5841,52.27,45,1,3.0
500,Hobyo,SO,2021-12-19 19:20:38,5.3505,48.5268,80.24,74,100,18.16
501,Conway,US,2021-12-19 19:17:30,35.0887,-92.4421,44.19,66,1,1.01
502,Shingu,JP,2021-12-19 19:20:38,33.7333,135.9833,46.9,74,4,6.62
503,General Roca,AR,2021-12-19 19:20:39,-39.0333,-67.5833,91.8,14,0,7.16
504,Abu Kamal,SY,2021-12-19 19:20:39,34.4506,40.9171,57.63,40,77,9.44
505,Vrangel,RU,2021-12-19 19:20:39,42.7297,133.0839,21.85,58,48,5.28
506,Sovetskaya Gavan,RU,2021-12-19 19:20:40,48.9723,140.2878,2.7,76,90,6.91
507,Flin Flon,CA,2021-12-19 19:20:40,54.7682,-101.865,-0.56,71,75,9.22
508,Kharp,RU,2021-12-19 19:20:40,66.8014,65.8081,-23.03,97,100,4.29
509,Lisakovsk,KZ,2021-12-19 19:20:41,52.5369,62.4936,30.83,84,100,16.53
510,Pitkyaranta,RU,2021-12-19 19:20:41,61.5734,31.4792,10.36,87,83,17.18
511,Palmaner,IN,2021-12-19 19:20:42,13.2,78.75,59.32,92,5,2.06
512,Mumbwa,ZM,2021-12-19 19:20:42,-14.9783,27.0619,66.63,92,86,5.3
513,Pooler,US,2021-12-19 19:20:42,32.1155,-81.2471,71.89,81,90,6.91
514,Snezhnogorsk,RU,2021-12-19 19:20:43,69.1933,33.2531,-4.22,81,100,13.09
515,Qui Nhon,VN,2021-12-19 19:17:45,13.7667,109.2333,71.8,85,100,3.65
516,Fuerte Olimpo,PY,2021-12-19 19:20:43,-21.0415,-57.8738,89.87,54,100,5.57
517,Mangrol,IN,2021-12-19 19:20:43,21.1167,70.1167,68.45,43,23,9.19
518,Medea,DZ,2021-12-19 19:20:44,36.2642,2.7539,41.45,69,44,5.32
519,Conakry,GN,2021-12-19 19:20:44,9.538,-13.6773,84.27,61,2,6.91
520,Sambava,MG,2021-12-19 19:20:45,-14.2667,50.1667,74.12,91,99,5.59
521,Ilinskiy,RU,2021-12-19 19:20:45,55.619,38.1182,28.78,93,75,15.66
522,Saint-Joseph,RE,2021-12-19 19:20:45,-21.3667,55.6167,79.18,77,100,5.03
523,Tuy Hoa,VN,2021-12-19 19:15:54,13.0833,109.3,71.46,83,100,3.53
524,Labuhan,ID,2021-12-19 19:20:46,-6.8844,112.2051,80.49,83,100,2.71
525,Saint-Francois,FR,2021-12-19 19:20:46,46.4154,3.9054,33.67,90,90,8.05
526,Sabang,ID,2021-12-19 19:20:46,5.8933,95.3214,76.06,91,100,20.56
527,Constantine,DZ,2021-12-19 19:18:19,36.365,6.6147,45.81,76,0,3.44
528,Meulaboh,ID,2021-12-19 19:20:47,4.1363,96.1285,75.56,90,95,8.1
529,Tual,ID,2021-12-19 19:20:47,-5.6667,132.75,83.64,71,98,3.13
530,Grindavik,IS,2021-12-19 19:20:47,63.8424,-22.4338,45.07,100,90,11.5
531,Ambilobe,MG,2021-12-19 19:20:48,-13.2,49.05,78.6,86,100,2.46
532,Braco Do Norte,BR,2021-12-19 19:20:48,-28.275,-49.1656,82.56,48,0,7.99
533,Portland,US,2021-12-19 19:19:42,45.5234,-122.6762,39.61,95,90,1.01
534,Gdansk,PL,2021-12-19 19:17:17,54.3521,18.6464,40.08,75,90,19.57
535,Tandalti,SD,2021-12-19 19:20:49,13.0167,31.8667,72.61,21,4,14.09
536,Voi,KE,2021-12-19 19:20:49,-3.3945,38.563,73.78,89,100,5.03
537,Aasiaat,GL,2021-12-19 19:20:50,68.7098,-52.8699,21.33,89,100,13.24
538,Kawalu,ID,2021-12-19 19:20:50,-7.3817,108.2082,74.14,95,100,2.46
539,Wajir,KE,2021-12-19 19:20:50,1.7471,40.0573,84.58,55,100,8.05
540,Meshchovsk,RU,2021-12-19 19:20:51,54.3244,35.2808,28.08,92,93,13.49
541,Anadyr,RU,2021-12-19 19:20:51,64.75,177.4833,9.1,84,40,15.01
542,Ussel,FR,2021-12-19 19:20:51,45.55,2.3167,23.72,83,1,2.71
543,Genhe,CN,2021-12-19 19:20:52,50.7833,121.5167,-1.77,100,100,2.68
544,Alcaudete,ES,2021-12-19 19:20:52,37.5909,-4.0824,50.95,67,19,5.28
545,Lanxi,CN,2021-12-19 19:20:52,29.2195,119.477,43.05,61,64,1.36
